post_name;poids;Région;Domaine;Appellation;Couleur;Cépage;Millésime;Garde;Contenance;Degré d'alcool;Température dégustation;Alliance mets
clerget-chambolle-musigny-charmes-2015;1.5 kg;Bourgogne;Christian Clerget;Chambolle-Musigny;Rouge;Pinot Noir;2016;15 ans et +;75cl;13,5%;15°C;Canard, Pintade, Tournedos grillé, Volaille
domaine-clerget-chambolle-musigny-2014;1.5 kg;Bourgogne;Christian Clerget;Chambolle-Musigny;Rouge;Pinot Noir;2014;10 ans et +;75cl;13,5%;15°C;Fromages, Gibiers à plumes, Veau Rôti, Volaille
domaine-clerget-vosne-romanee-les-violettes-2015;1.5 kg;Bourgogne;Christian Clerget;Vosne-Romanée;Rouge;Pinot Noir;2017;10 ans et +;75cl;13,5%;15°C;Fromages, Gibiers à plumes, Veau Rôti, Volaille
boudignon-anjou-blanc-2018;1.5 kg;Vallée de la Loire;Thibaud Boudignon;Anjou;Blanc;Chenin;2020;8-10 ans;75cl;13,5%;11°C;Apéritif, Fromages, Fruits de mer, Huîtres, Poisson grillé
chateau-de-la-selve-vdf-petite-selve-2019;1.5 kg;Rhône;Château de la Selve;;Rouge;Cinsault, Grenache, Syrah;2020;3-5 ans;75cl;13%;15°C;Charcuterie, Tartes aux légumes, Viande rouge, Volaille
huile-olive-planeta-3l;3.5 kg;;Planeta;;;;;;300cl;;;
huile-dolive-extra-vierge-planeta-50cl;1 kg;;Planeta;;;;;;50cl;;;
huile-dolive-extra-vierge-planeta-3x-10cl;1 kg;;Planeta;;;;;;3x 10cl;;;
parce-freres-collioure-rouge-petit-gus-2018;1.5 kg;Languedoc-Roussillon;Augustin;Collioure;Rouge;Carignan, Grenache;2019;3-5 ans;75cl;13,5%;16°C;Charcuterie, Grillades, Viande rouge
camille-giroud-auxey-duresses-blc-2017;1.5 kg;Bourgogne;Camille Giroud;Auxey-Duresses;Blanc;Chardonnay;2017;5-10 ans;75cl;13%;12°C;Fromages, Poissons, Viande Blanche, Volaille
camille-giroud-clos-de-vougeot-2016;1.5 kg;Bourgogne;Camille Giroud;Clos de Vougeot;Rouge;Pinot Noir;2016;15 ans et +;75cl;13%;15°C;Viande Blanche, Viande rouge, Volaille
camille-giroud-maranges-1er-cru-le-croix-moines-2016;1.5 kg;Bourgogne;Camille Giroud;Maranges 1er Cru;Rouge;Pinot Noir;2016;6-8 ans;75cl;13%;15°C;Viande Blanche, Viande rouge, Volaille
camille-giroud-marsannay-longeroies-2016;1.5 kg;Bourgogne;Camille Giroud;Marsannay;Rouge;Pinot Noir;2016;4-7 ans;75cl;12,50%;15°C;Viande Blanche, Viande rouge, Volaille
camille-giroud-santenay-blc-2017;1.5 kg;Bourgogne;Camille Giroud;Santenay;Blanc;Chardonnay;2017;5-10 ans;75cl;13%;12°C;Fromages, Poissons, Viande Blanche, Volaille
camille-giroud-santenay-rge-1er-cru-clos-rousseau-2016;1.5 kg;Bourgogne;Camille Giroud;Santenay 1er Cru;Rouge;Pinot Noir;2016;6-8 ans;75cl;13%;15°C;Viande Blanche, Viande rouge, Volaille
camille-giroud-santenay-rouge-2016;1.5 kg;Bourgogne;Camille Giroud;Santenay;Rouge;Pinot Noir;2019;4-7 ans;75cl;12,50%;15°C;Viande Blanche, Viande rouge, Volaille
decelle-villa-auxey-blanc-2017;1.5 kg;Bourgogne;Decelle-Villa;Auxey-Duresses;Blanc;Chardonnay;2017;4-7 ans;75cl;13%;12°C;Fromages, Poissons, Viande Blanche, Volaille
maurel-pays-d-oc-cabernet-sauvignon-2017;1.5 kg;Languedoc-Roussillon;Maison Ventenac;Pays d'Oc;Rouge;Cabernet Sauvignon;2017;3-5 ans;75cl;13%;15°C;Gibier, Grillades, Viande rouge
maurel-pays-d-oc-merot-2018;1.5 kg;Languedoc-Roussillon;Maison Ventenac;Pays d'Oc;Rouge;Merlot;2020;3-5 ans;75cl;13%;15°C;Gibier, Grillades, Viande rouge
maurel-pays-d-oc-syrah-2019;1.5 kg;Languedoc-Roussillon;Maison Ventenac;Pays d'Oc;Rouge;Syrah;2020;3-5 ans;75cl;13%;15°C;Gibier, Grillades, Viande rouge
fonreaud-bordeaux-blanc-le-cygne-2016;1.5 kg;Bordeaux;Seléction de Bordeaux NR;Bordeaux;Blanc;Muscadelle, Sauvignon Blanc, Sémillon;2016;4-7 ans;75cl;13%;12°C;Crustacés, Poissons, Viande Blanche
chateau-de-chantegrive-caroline-blanc-2016;1.5 kg;Bordeaux;Seléction de Bordeaux NR;Graves;Blanc;Sauvignon Blanc, Sémillon;2016;4-7 ans;75cl;13%;12°C;Crustacés, Poissons, Viande Blanche
chateau-saransot-dupre-bordeaux-blanc-2016;1.5 kg;Bordeaux;Seléction de Bordeaux NR;Bordeaux;Blanc;Muscadelle, Sauvignon Blanc, Sémillon;2014;4-7 ans;75cl;13,5%;12°C;Crustacés, Fromages, Poissons, Viande Blanche
chateau-saransot-dupre-listrac-medoc-2016;1.5 kg;Bordeaux;Seléction de Bordeaux NR;Listrac-Médoc;Rouge;Cabernet Franc, Cabernet Sauvignon, Carmenère, Merlot, Petit Verdot;2016;8-10 ans;75cl;14,5%;18°C;Canard, Gibier, Viande rouge
peymartin-saint-julien-2014;1.5 kg;Bordeaux;Seléction de Bordeaux NR;Saint-Julien;Rouge;Cabernet Franc, Cabernet Sauvignon, Merlot, Petit Verdot;2017;10-12 ans;75cl;13%;18°C;Canard, Gibier, Viande rouge
tour-haut-caussan-medoc-2015;1.5 kg;Bordeaux;Seléction de Bordeaux NR;Médoc;Rouge;Cabernet Sauvignon, Merlot;2016;10-12 ans;75cl;13%;18°C;Canard, Gibier, Viande rouge
la-croix-meunier-saint-emilion-grand-cru-2014;1.5 kg;Bordeaux;Seléction de Bordeaux NR;Saint-Emilion;Rouge;Cabernet Franc, Merlot;2018;10-12 ans;75cl;13,5%;18°C;Canard, Gibier, Viande rouge
chateau-tour-de-pez-saint-estephe-2017;1.5 kg;Bordeaux;Seléction de Bordeaux NR;Saint-Estèphe;Rouge;Cabernet Sauvignon, Merlot, Petit Verdot;2018;10-15 ans;75cl;13,5%;18°C;Canard, Gibier, Viande rouge
trimbach-muscat-reserve-2017;1.5 kg;Alsace;Trimbach;Alsace Muscat;Blanc;Muscat;2019;3-5 ans;75cl;12,50%;11°C;Apéritif, Asperges, Légumes printanniers, Melon
maison-trimbach-riesling-2017;1.5 kg;Alsace;Trimbach;Alsace Riesling;Blanc;Riesling;2019;3-5 ans;75cl;12,50%;11°C;Crustacés, Fruits de mer, Poissons, Viande Blanche
maison-trimbach-riesling-geisberg-2012;1.5 kg;Alsace;Trimbach;Alsace Grand Cru;Blanc;Riesling;2012;10 ans et +;75cl;12,50%;12°C;Crustacés, Fruits de mer, Poissons, Viande Blanche
maison-trimbach-riesling-grand-cru-schlossberg-2015;1.5 kg;Alsace;Trimbach;Alsace Grand Cru;Blanc;Riesling;2015;10 ans et +;75cl;13,5%;12°C;Crustacés, Fruits de mer, Poissons, Viande Blanche
maison-trimbach-riesling-cuvee-frederic-emile-2012;1.5 kg;Alsace;Trimbach;Alsace Riesling;Blanc;Riesling;2013;10 ans et +;75cl;13,5%;12°C;Crustacés, Fruits de mer, Poissons, Viande Blanche
agnes-levet-amethyste-2017;1.5 kg;Rhône;Agnès Levet;Côte Rôtie;Rouge;Syrah;2018;10 ans et +;75cl;13%;16°C;Agneau, Gibier, Pigeon, Viande rouge
agnes-levet-cote-rotie-maestria-2017;1.5 kg;Rhône;Agnès Levet;Côte Rôtie;Rouge;Syrah;2019;10 ans et +;75cl;13%;16°C;Agneau, Gibier, Pigeon, Viande rouge
agnes-levet-cote-rotie-peroline-2017;1.5 kg;Rhône;Agnès Levet;Côte Rôtie;Rouge;Syrah;2019;10 ans et +;75cl;13%;16°C;Agneau, Gibier, Pigeon, Viande rouge
saumaize-michelin-saint-veran-creches-2018;1.5 kg;Bourgogne;Saumaize-Michelin;Saint-Véran;Blanc;Chardonnay;2020;3-5 ans;75cl;13%;12°C;Fromages, Poisson en sauce, Viande Blanche, Volaille
coteaux-champenois-egly-ouriet-ambonnay-rouge-2016;1.5 kg;Champagne;Egly-Ouriet;Coteaux Champenois;Rouge;Pinot Noir;;10 ans et +;75cl;12,50%;15°C;Viande Blanche, Viande rouge, Volaille
gilbert-picq-chablis-1er-cru-vaucoupin-2016;1.5 kg;Bourgogne;Gilbert Picq;Chablis;Blanc;Chardonnay;2019;4-7 ans;75cl;12,50%;12°C;Apéritif, Fruits de mer, Huîtres, Poisson grillé
thevenet-quintaine-vire-clesse-emilian-gillet-2017;1.5 kg;Bourgogne;Thevenet Quintaine;Viré-Clessé;Blanc;Chardonnay;2019;4-7 ans;75cl;12,50%;12°C;Apéritif, Poissons, Viande Blanche, Volaille
thevenet-quintaine-vire-clesse-la-bongran-2015;1.5 kg;Bourgogne;Thevenet Quintaine;Viré-Clessé;Blanc;Chardonnay;2017;8-10 ans;75cl;13%;12°C;Apéritif, Poissons, Viande Blanche, Volaille
stephane-tissot-arbois-dd-2016;1.5 kg;Jura;Stéphane Tissot;Arbois;Rouge;Pinot Noir, Poulsard, Trousseau;2018;3-5 ans;75cl;12%;15°C;Charcuterie, Grillades, Poissons, Viande Blanche, Volaille
stephane-tissot-arbois-pinot-noir-sous-la-tour-2016;1.5 kg;Jura;Stéphane Tissot;Arbois;Rouge;Pinot Noir;2017;6-8 ans;75cl;13%;15°C;Charcuterie, Fromages, Viande Blanche, Volaille
stephane-tissot-arbois-trousseau-singulier-2017;1.5 kg;Jura;Stéphane Tissot;Arbois;Rouge;Trousseau;2019;6-8 ans;75cl;14%;15°C;Charcuterie, Fromages, Viande Blanche, Volaille
montbourgeau-cotes-du-jura-poulsard-2018;1.5 kg;Jura;Montbourgeau;Côtes du Jura;Rouge;Poulsard;2018;3 ans;75cl;12%;14°C;Charcuterie, Fromages, Viande Blanche, Volaille
montbourgeau-etoile-vin-jaune-2009;1.5 kg;Jura;Montbourgeau;L'Etoile Vin Jaune;Blanc;Savagnin;2012;15 ans et +;62cl;15%;15°C;Coq au Vin Jaune, Vieux Comté
domaine-de-montbourgeau-letoile-vin-jaune-2016;1.5 kg;Jura;Montbourgeau;L'Etoile;Blanc;Chardonnay, Savagnin;2017;10 ans et +;75cl;13,5%;12°C;Fromages, Riz de Veau, Volaille
domaine-de-montbourgeau-vin-de-paille-2013;1.5 kg;Jura;Montbourgeau;L'Etoile;Blanc;Chardonnay, Savagnin;2015;10 ans et +;75cl;13,5%;12°C;Fromages, Riz de Veau, Volaille
whisky-kingsbarns-lowland-single-malt;1.5 kg;;;;;;;;70cl;46%;;
darnleys-london-dry-gin-original;1.5 kg;;;;;;;;70cl;40%;;
darnleys-london-dry-gin-spiced;1.5 kg;;;;;;;;70cl;42,7%;;
wemyss-malts-single-cask-scotch-whisky-chai-caramel-latte-2002;1.5 kg;;;;;;;;70cl;46%;;
borie-la-vitarele-languedoc-blanc-grand-mayol-2019;1.5 kg;Languedoc-Roussillon;Borie La Vitarèle;Languedoc;Blanc;Bourboulenc, Clairette, Vermentino;2020;3-5 ans;75cl;13,5%;11°C;Apéritif, Crustacés, Poissons, Viande Blanche
cognac-normandin-mercier-vfc;1.5 kg;;;Cognac;;;;;70cl;40%;;
domaine-de-vaccelli-ajaccio-rouge-granit-2016;1.5 kg;Corse;Vaccelli;Ajaccio;Rouge;Sciacarello;2016;10 ans et +;75cl;13,5%;15°C;Charcuterie, Entrecôte de boeuf persillée, Grillades
domaine-de-vaccelli-aop-ajaccio-rouge-granit-174-2017;1.5 kg;Corse;Vaccelli;Ajaccio;Rouge;Sciacarello;2018;10 ans et +;75cl;15,5%;15°C;Charcuterie, Entrecôte de boeuf persillée, Grillades
clos-du-prieur-terrasses-du-larzac-2018;1.5 kg;Languedoc-Roussillon;Domaine de l'Hortus;Terrasses du Larzac;Rouge;Grenache, Syrah;2020;3-5 ans;75cl;13,5%;15°C;Gibier, Grillades, Viande en sauce, Viande rouge
labranche-laffont-madiran-tradition-2016;1.5 kg;Sud Ouest;Labranche Laffont;Madiran;Rouge;Cabernet Franc, Cabernet Sauvignon, Tannat;2018;4-7 ans;75cl;14%;16°C;Canard, Gibier, Viande rouge
domaine-labranche-laffont-madiran-vieilles-vignes-2015;1.5 kg;Sud Ouest;Labranche Laffont;Madiran;Rouge;Tannat;2018;8-10 ans;75cl;14,5%;16°C;Canard, Gibier, Viande rouge
domaine-labranche-laffont-pacherenc-vic-bihl-sec-2017;1.5 kg;Sud Ouest;Labranche Laffont;Pacherenc du Vic-Bilh Sec;Blanc;Gros Manseng, Petit Manseng;2019;3-5 ans;75cl;14,5%;11°C;Apéritif, Crustacés, Poissons
camin-larredya-jurancon-moelleux-capceu-2018;1.5 kg;Sud Ouest;Camin Larredya;Jurançon;Blanc;Petit Manseng;2019;8-10 ans;75cl;14%;10°C;Apéritif, Cuisine orientale, Foie gras, Fromage de brebis, Tartes aux fruits
ancienne-cure-bergerac-blanc-sec-2016;1.5 kg;Sud Ouest;Ancienne Cure;Bergerac;Blanc;Chenin, Muscadelle, Ondenc, Sauvignon Blanc, Sémillon;2018;3-5 ans;75cl;14%;11°C;Apéritif, Crustacés, Poissons
domaine-de-lancienne-cure-pecharmant-abbaye-2015;1.5 kg;Sud Ouest;Ancienne Cure;Pécharmant;Rouge;Cabernet Franc, Cabernet Sauvignon, Malbec, Merlot;2018;8-10 ans;75cl;13,5%;16°C;Canard, Gibier, Grillades, Viande rouge
zind-humbrecht-pinot-gris-windsbuhl-2013;1.5 kg;Alsace;Zind-Humbrecht;Alsace Pinot Gris;Blanc;Pinot Gris;2013;10 ans et +;75cl;14,5%;12°C;Cuisine Exotique, Fromages, Volaille
i-fabbri-chianti-classico-gran-selezione-2015;1.5 kg;Italie;I Fabbri;Chianti Classico;Rouge;Sangiovese;2015;15 ans et +;75cl;13,5%;16°C;Veau, Viande rouge, Volaille
chateau-de-vaudieu-chateauneuf-du-pape-amiral-g-2015;1.5 kg;Rhône;Château de Vaudieu;Châteauneuf-du-Pape;Rouge;Grenache;2017;15 ans et +;75cl;15%;17°C;Gibier, Viande rouge
domaine-la-croix-belle-cotes-de-thongue-rose-grillons-2019;1.5 kg;Languedoc-Roussillon;La Croix Belle;Côtes de Thongue;Rosé;Cabernet Sauvignon, Grenache, Syrah;2021;3 ans;75cl;12,50%;10°C;Apéritif, Cuisine méditerranéenne, Grillades, Poissons
chateau-de-la-liquiere-faugeres-ampoule-2019;1.5 kg;Languedoc-Roussillon;Château de La Liquière;Faugères;Rouge;Cinsault Majoritaire, Grenache, Syrah;2020;3 ans;75cl;14%;14°C;Apéritif, Charcuterie, Volaille
borie-la-vitarele-pays-herault-cigales-2019;1.5 kg;Languedoc-Roussillon;Borie La Vitarèle;Pays d'Hérault;Rouge;Grenache, Merlot;2020;3 ans;75cl;14,5%;15°C;Apéritif, Grillades, Viande rouge, Volaille
clos-du-mont-olivet-cotes-du-rhone-blanc-2019;1.5 kg;Rhône;Clos Du Mont-Olivet;Côtes-du-Rhône;Blanc;Grenache Blanc, Ugni Blanc;2021;3-5 ans;75cl;14,5%;11°C;Fromages, Poissons, Viande Blanche, Volaille
jacqueson-rully-rouge-1er-cru-les-preaux-2018;1.5 kg;Bourgogne;Domaine Jacqueson;Rully 1er Cru;Rouge;Pinot Noir;2020;6-8 ans;75cl;13,5%;15°C;Boeuf bourguignon, Entrecôte, Viande Blanche, Viande rouge, Volaille
stephane-tissot-arbois-blanc-la-mailloche-2016;1.5 kg;Jura;Stéphane Tissot;Arbois;Blanc;Chardonnay;2018;10 ans et +;75cl;14%;12°C;Fromages, Poissons, Viande Blanche, Volaille
stephane-tissot-arbois-blanc-savagnin-2015;1.5 kg;Jura;Stéphane Tissot;Arbois;Blanc;Savagnin;2017;15 ans et +;75cl;14%;14°C;Cuisine Exotique, Fromages, Viande Blanche, Volaille
stephane-tissot-chateau-chalon-2011;1.5 kg;Jura;Stéphane Tissot;Château-Chalon;Blanc;Savagnin;2011;15 ans et +;62cl;15%;15°C;Coq au Vin Jaune, Vieux Comté
stephane-tissot-arbois-vin-jaune-en-spois-2011;1.5 kg;Jura;Stéphane Tissot;Arbois;Blanc;Savagnin;2012;15 ans et +;62cl;15%;15°C;Coq au Vin Jaune, Vieux Comté
champagne-gosset-celebris-vintage-2007;1.5 kg;Champagne;Gosset;Champagne;Blanc;45% Pinot Noir, 55% Chardonnay;2007;10 ans et +;75cl;12%;10°C;Agneau de l'Aveyron, Apéritif, Brie de Meaux
moulin-de-gassac-igp-pays-dherault-mazet-levant-2017;1.5 kg;Languedoc-Roussillon;Mas de Daumas Gassac;Pays d'Hérault;Rouge;Cabernet Sauvignon, Merlot, Syrah;2017;3-5 ans;75cl;13,5%;17°C;Canard, Gibier, Grillades, Porc au caramel, Viande rouge
moulin-de-gassac-igp-pays-dherault-faune-2017;1.5 kg;Languedoc-Roussillon;Mas de Daumas Gassac;Pays d'Hérault;Blanc;Chardonnay, Viognier;2021;3-5 ans;75cl;12,50%;11°C;Apéritif, Crabe, Fromage de chèvre, Fruits de mer, Salade, Volaille
moulin-de-gassac-igp-pays-dherault-guilhem-blanc-2017;1.5 kg;Languedoc-Roussillon;Mas de Daumas Gassac;Pays d'Hérault;Blanc;Grenache Blanc, Sauvignon Blanc, Terret Blanc;2017;3 ans;75cl;12,50%;11°C;Apéritif, Fromages, Fruits de mer, Poissons, Salade
domaine-de-vaccelli-ajaccio-blanc-sirocco-2017;1.5 kg;Corse;Vaccelli;Ajaccio;Blanc;Vermentino;2019;5-7 ans;75cl;12,50%;11°C;Coquilles Saint Jacques, Fromages, Risotto, Volaille
domaine-clerget-echezeaux-en-orveaux-2015;1.5 kg;Bourgogne;Christian Clerget;Echezeaux Grand Cru;Rouge;Pinot Noir;2016;15 ans et +;75cl;13,5%;15°C;Fromages, Gibier, Viande rouge
domaine-giudicelli-muscat-du-cap-corse-2016;1.5 kg;Corse;Domaine Giudicelli;Muscat du Cap Corse;Blanc;Muscat à petits grains;2017;8-10 ans;75cl;16%;11°C;Apéritif, Desserts, Foie gras, Ricotta à la fraise, Tartes aux fruits
domaine-giudicelli-vin-de-france-corail-rouge-2019;1.5 kg;Corse;Domaine Giudicelli;;Rouge;Grenache, Sciacarello;2020;3-5 ans;75cl;13%;13°C;Apéritif, Charcuterie, Fromages, Volaille
domaine-giudicelli-patrimonio-blanc-2019;1.5 kg;Corse;Domaine Giudicelli;Patrimonio;Blanc;Vermentino;2020;3-5 ans;75cl;13,5%;11°C;Fruits de mer, Langoustes, Poissons, Risotto
domaine-giudicelli-patrimonio-rouge-2016;1.5 kg;Corse;Domaine Giudicelli;Patrimonio;Rouge;Nielluccio;2018;6-8 ans;75cl;14%;15°C;Cuisine méditerranéenne, Gibiers à plumes, Pigeon, Terrines, Viande rouge
domaine-des-comtes-lafon-volnay-1er-cru-champans-2013;1.5 kg;Bourgogne;Domaine des Comtes Lafon;Volnay 1er Cru;Rouge;Pinot Noir;2013;10-12 ans;75cl;13,5%;15°C;Côtes de Veau, Lapin, Viande rouge, Volaille
domaine-des-comtes-lafon-volnay-1er-cru-champans-2014;1.5 kg;Bourgogne;Domaine des Comtes Lafon;Volnay 1er Cru;Rouge;Pinot Noir;2014;10-12 ans;75cl;13,5%;15°C;Côtes de Veau, Lapin, Viande rouge, Volaille
domaine-des-comtes-lafon-volnay-1er-cru-champans-2016;1.5 kg;Bourgogne;Domaine des Comtes Lafon;Volnay 1er Cru;Rouge;Pinot Noir;2016;10-12 ans;75cl;13,5%;15°C;Côtes de Veau, Lapin, Viande rouge, Volaille
planeta-sicilia-eruzione-1614-2017;1.5 kg;Italie;Planeta;Sicilia;Rouge;Nerello Mascalese;2018;4-7 ans;75cl;13%;14°C;Charcuterie, Grillades, Viande rouge
planeta-sicilia-passito-di-noto-2016;1.5 kg;Italie;Planeta;Noto;Rouge;Moscato;2017;8-10 ans;50cl;12,50%;8°C;Chocolat, Desserts, Tartes aux fruits
planeta-sicilia-chardonnay-2017;1.5 kg;Italie;Planeta;Sicilia;Blanc;Chardonnay;2018;4-7 ans;75cl;13,5%;12°C;Apéritif, Fromages, Fruits de mer, Poissons, Risotto, Volaille
le-pas-de-lescalette-herault-ze-cinsault-2017;1.5 kg;Languedoc-Roussillon;Le Pas de l'Escalette;Pays d'Hérault;Rouge;Cinsault;2019;5-7 ans;75cl;14%;14°C;Charcuterie, Grillades
le-pas-de-lescalette-terrasses-du-larzac-les-frieys-2017;1.5 kg;Languedoc-Roussillon;Le Pas de l'Escalette;Terrasses du Larzac;Rouge;Carignan, Grenache, Mourvèdre;2019;8-10 ans;75cl;13%;14°C;Risotto aux morilles, Tournedos Rossini, Viande rouge
borie-de-maurel-minervois-esprit-automne-2019;1.5 kg;Languedoc-Roussillon;Borie de Maurel;Minervois;Rouge;Carignan, Grenache, Syrah;2020;3-5 ans;75cl;13,5%;15°C;Cassoulet, Daube, Grillades, Mets épicés
lucien-boillot-gevrey-chambertin-1er-cru-les-cherbaudes-2017;1.5 kg;Bourgogne;Lucien Boillot;Gevrey-Chambertin 1er Cru;Rouge;Pinot Noir;2019;15 ans et +;75cl;13,5%;15°C;Lapin, Tourte, Viande rouge
borie-la-vitarele-saint-chinian-midi-rouge-2015;1.5 kg;Languedoc-Roussillon;Borie La Vitarèle;Saint-Chinian;Rouge;Carignan, Mourvèdre, Syrah;2015;8-10 ans;75cl;14%;16°C;Gibier, Viande rouge, Volaille
tempier-bandol-blanc-2018;1.5 kg;Provence;Tempier;Bandol;Blanc;Bourboulenc, Clairette, Ugni Blanc;2021;6-8 ans;75cl;13,5%;10°C;Bouillabaisse, Crustacés, Fromage de chèvre, Poissons
le-pas-de-lescalette-igp-pays-dherault-les-clapas-blanc-2018;1.5 kg;Languedoc-Roussillon;Le Pas de l'Escalette;Pays d'Hérault;Blanc;Carignan Blanc, Grenache Blanc, Grenache Gris, Terret Bourret;2020;4-7 ans;75cl;12,50%;12°C;Veau, Viande Blanche, Volaille
decelle-villa-chambolle-musigny-2017;1.5 kg;Bourgogne;Decelle-Villa;Chambolle-Musigny;Rouge;Pinot Noir;2017;10 ans et +;75cl;14%;15°C;Veau, Viande Blanche, Viande rouge
decelle-villa-chorey-beaune-2016;1.5 kg;Bourgogne;Decelle-Villa;Chorey-Lès-Beaune;Rouge;Pinot Noir;2017;4-7 ans;75cl;13%;15°C;Carpaccios, Filet de boeuf, Fromages, Veau
decelle-villa-marsannay-longeroies-2015;1.5 kg;Bourgogne;Decelle-Villa;Marsannay;Rouge;Pinot Noir;2017;4-7 ans;75cl;14%;15°C;Veau, Viande Blanche, Viande rouge
marc-colin-et-fils-chassagne-montrachet-blanc-1cru-champs-gain-2017;1.5 kg;Bourgogne;Marc Colin;Chassagne-Montrachet 1er Cru;Blanc;Chardonnay;2019;8-10 ans;75cl;13%;12°C;Bouchées à la Reine, Ris de veau, Risotto, Volaille
marc-colin-et-fils-saint-aubin-1ercru-chateniere-2017;1.5 kg;Bourgogne;Marc Colin;Saint-Aubin 1er Cru;Blanc;Chardonnay;2019;4-7 ans;75cl;13%;12°C;Bouchées à la Reine, Poisson en sauce, Risotto, Volaille
saumaize-michelin-pouilly-fuisse-ampelopsis-2016;1.5 kg;Bourgogne;Saumaize-Michelin;Pouilly-Fuissé;Blanc;Chardonnay;2018;;75cl;13%;12°C;Apéritif, Fromages, Poissons, Volaille
la-preceptorie-cotes-du-roussillon-coume-marie-2018-blc;1.5 kg;Languedoc-Roussillon;La Preceptorie;;Blanc;Carignan Blanc, Grenache Blanc, Grenache Gris, Macabeu;2020;6-8 ans;75cl;15%;12°C;Poisson en sauce, Viande Blanche, Volaille
la-preceptorie-cotes-du-roussillon-blanc-terres-nouvelles-2018;1.5 kg;Languedoc-Roussillon;La Preceptorie;;Blanc;Grenache Gris, Macabeu;2020;6-8 ans;75cl;15%;12°C;Crustacés, Fruits de mer, Poisson grillé
domaine-de-la-monardiere-vacqueyras-galejade-2018;1.5 kg;Rhône;La Monardière;Vacqueyras;Blanc;Clairette, Grenache Blanc, Roussanne;2018;6-8 ans;75cl;14%;12°C;Fromages, Poisson en sauce, Viande Blanche
clos-du-mont-olivet-chateauneuf-du-pape-2018;1.5 kg;Rhône;Clos Du Mont-Olivet;Châteauneuf-du-Pape;Rouge;Cinsault, Grenache, Mourvèdre, Syrah;2019;15 ans et +;75cl;14,5%;16°C;Gibier, Viande rouge
clos-du-mont-olivet-lirac-2017;1.5 kg;Rhône;Clos Du Mont-Olivet;Lirac;Rouge;Cinsault, Grenache, Syrah;2019;4-7 ans;75cl;14,5%;15°C;Charcuterie, Viande rouge
clos-du-mont-olivet-igp-gard-rive-droite-2018;1.5 kg;Rhône;Clos Du Mont-Olivet;Pays du Gard;Rouge;Carignan, Grenache, Merlot, Syrah;2019;3 ans;75cl;14%;15°C;Charcuterie, Viande rouge
clos-du-mont-olivet-vins-de-pays-du-gard-confluence-2017;1.5 kg;Rhône;Clos Du Mont-Olivet;Pays du Gard;Rouge;Carignan, Grenache;2019;3 ans;75cl;14,5%;15°C;Charcuterie, Viande rouge
thierry-germain-saumur-champigny-la-marginale-2018;1.5 kg;Vallée de la Loire;Thierry Germain;Saumur-Champigny;Rouge;Cabernet Franc;2018;10-15 ans;75cl;13%;15°C;Boudin aux pommes, Carré d'agneau en croûte d'herbes, Queue de boeuf à la cuillière
thierry-germain-saumur-champigny-les-memoires-2018;1.5 kg;Vallée de la Loire;Thierry Germain;Saumur-Champigny;Rouge;Cabernet Franc;2018;10-15 ans;75cl;13%;15°C;Gibier, Viande rouge
weingut-besson-strasser-zurich-rauschling-2018;1.5 kg;Suisse – Rheinfall;Weingut Besson-Strasser;Zürich;Blanc;Räuschling;2019;8-10 ans;75cl;12%;11°C;Crustacés, Fruits de mer, Poissons, Volaille
weingut-besson-strasser-zurich-fume-2017;1.5 kg;Suisse – Rheinfall;Weingut Besson-Strasser;Zürich;Blanc;Räuschling, Chardonnay;2018;8-10 ans;75cl;12%;11°C;Poisson en sauce, Viande Blanche, Volaille
weingut-besson-strasser-zurich-blauer-zweigelt-2016;1.5 kg;Suisse – Rheinfall;Weingut Besson-Strasser;Zürich;Rouge;Blauer-Zweigelt;2016;6-8 ans;75cl;13%;15°C;Gibiers à plumes, Grillades, Viande rouge
weingut-besson-strasser-zurich-pinot-noir-cholfirst-2017;1.5 kg;Suisse – Rheinfall;Weingut Besson-Strasser;Zürich;Rouge;Pinot Noir;2019;6-8 ans;75cl;12,50%;15°C;Bouchées à la Reine, Viande Blanche, Viande rouge, Volaille
weingut-besson-strasser-zurich-pinot-noir-albi-2016;1.5 kg;Suisse – Rheinfall;Weingut Besson-Strasser;Zürich;Rouge;Pinot Noir;2017;6-8 ans;75cl;12,50%;15°C;Gibier, Grillades, Viande rouge
weingut-besson-strasser-zurich-pinot-noir-chlosterberg-2016;1.5 kg;Suisse – Rheinfall;Weingut Besson-Strasser;Zürich;Rouge;Pinot Noir;2017;15 ans et +;75cl;12,50%;15°C;Araignée de Boeuf, Quasi de veau, Suprême de volaille
domaine-de-la-monardiere-vacqueyras-les-vieilles-vignes-2016;1.5 kg;Rhône;La Monardière;Vacqueyras;Rouge;Carignan, Grenache, Mourvèdre;2019;10 ans et +;75cl;14%;16°C;Gibier, Grillades, Viande rouge
catherine-et-claude-marechal-pommard-la-chaniere-2017;1.5 kg;Bourgogne;Catherine et Claude Maréchal;Pommard;Rouge;Pinot Noir;2017;8-10 ans;75cl;13,5%;15°C;Civet de Canard, Fondue Bourguignonne, Terrine de Lapin
catherine-et-claude-marechal-savigny-les-beaune-rouge-2017;1.5 kg;Bourgogne;Catherine et Claude Maréchal;Savigny-Lès-Beaune;Rouge;Pinot Noir;2017;8-10 ans;75cl;13,5%;15°C;Gibiers à plumes, Viande Blanche, Volaille
